subscription_id,user_id,plan_name,subscription_start_date,subscription_end_date,is_active,tenure_days,total_revenue,monthly_price,auto_renew,billing_cycle,last_payment_date,country,signup_source,device_type,age,cohort_month
s_000430,u_00430,Basic,2025-09-03,,1,305,99.55,9.99,True,monthly,2026-06-16,DE,web,mobile,32,2025-09
s_000431,u_00431,Basic,2024-05-01,,1,795,245.56,9.99,False,monthly,2026-06-17,NL,web,desktop,25,2024-05
s_000432,u_00432,Premium,2024-09-19,,1,654,793.42,39.99,False,yearly,2026-06-18,DE,mobile,desktop,43,2024-09
s_000433,u_00433,Pro,2024-08-05,,1,699,428.62,19.99,True,yearly,2026-06-29,IT,web,desktop,33,2024-08
s_000434,u_00434,Basic,2024-03-15,,1,842,263.23,9.99,True,monthly,2026-06-27,ES,mobile,desktop,28,2024-03
s_000435,u_00435,Pro,2025-09-22,,1,286,182.66,19.99,False,monthly,2026-07-05,FR,web,desktop,37,2025-09
s_000436,u_00436,Basic,2026-01-29,,1,157,54.4,9.99,True,monthly,2026-06-29,FR,web,mobile,62,2026-01
s_000437,u_00437,Pro,2025-01-01,,1,550,343.6,19.99,True,yearly,2026-07-03,FR,web,tablet,47,2025-01
s_000438,u_00438,Basic,2025-07-27,,1,343,108.59,9.99,True,monthly,2026-06-13,UK,web,desktop,60,2025-07
s_000439,u_00439,Pro,2025-05-05,,1,426,265.59,19.99,True,monthly,2026-07-04,DE,web,mobile,65,2025-05
s_000440,u_00440,Basic,2025-10-06,,1,272,89.26,9.99,True,monthly,2026-06-27,IT,web,mobile,64,2025-10
s_000441,u_00441,Basic,2025-06-02,,1,398,131.88,9.99,True,monthly,2026-06-14,ES,referral,desktop,36,2025-06
s_000442,u_00442,Basic,2025-06-10,,1,390,127.58,9.99,True,monthly,2026-06-13,FR,web,mobile,63,2025-06
s_000443,u_00443,Pro,2025-07-03,,1,367,255.7,19.99,True,yearly,2026-06-27,DE,web,mobile,65,2025-07
s_000444,u_00444,Basic,2024-08-30,,1,674,235.86,9.99,True,yearly,2026-06-25,FR,web,mobile,67,2024-08
s_000445,u_00445,Basic,2024-12-19,2026-05-19,0,516,176.23,9.99,True,monthly,2026-04-29,FR,web,tablet,36,2024-12
s_000446,u_00446,Pro,2025-03-25,,1,467,318.33,19.99,True,monthly,2026-06-17,IT,web,desktop,29,2025-03
s_000447,u_00447,Basic,2026-01-19,,1,167,53.42,9.99,True,monthly,2026-06-23,NL,mobile,desktop,48,2026-01
s_000448,u_00448,Basic,2025-01-12,,1,539,177.48,9.99,True,monthly,2026-06-27,UK,web,desktop,66,2025-01
s_000449,u_00449,Basic,2025-11-27,,1,220,70.11,9.99,True,monthly,2026-06-27,FR,referral,desktop,64,2025-11
s_000450,u_00450,Premium,2025-07-31,,1,339,461.22,39.99,False,monthly,2026-06-20,UK,referral,desktop,47,2025-07
s_000451,u_00451,Basic,2025-05-07,,1,424,131.02,9.99,True,yearly,2026-06-16,FR,web,tablet,25,2025-05
s_000452,u_00452,Basic,2026-01-01,,1,185,57.76,9.99,True,yearly,2026-07-05,ES,web,desktop,39,2026-01
s_000453,u_00453,Basic,2025-06-13,,1,387,117.03,9.99,True,monthly,2026-06-17,IT,web,desktop,55,2025-06
s_000454,u_00454,Basic,2025-09-20,,1,288,95.4,9.99,False,monthly,2026-06-24,FR,mobile,mobile,47,2025-09
s_000455,u_00455,Basic,2024-05-29,,1,767,256.58,9.99,False,monthly,2026-07-03,FR,web,desktop,35,2024-05
s_000456,u_00456,Basic,2024-05-28,,1,768,230.6,9.99,False,monthly,2026-07-04,FR,referral,desktop,35,2024-05
s_000457,u_00457,Basic,2026-01-25,,1,161,52.68,9.99,True,monthly,2026-06-28,NL,mobile,tablet,21,2026-01
s_000458,u_00458,Basic,2024-12-09,,1,573,182.83,9.99,True,monthly,2026-06-30,UK,referral,desktop,33,2024-12
s_000459,u_00459,Premium,2024-11-10,,1,602,818.96,39.99,True,monthly,2026-07-04,DE,web,desktop,52,2024-11
s_000460,u_00460,Basic,2025-06-12,,1,388,117.34,9.99,True,yearly,2026-06-29,IT,partner,desktop,30,2025-06
s_000461,u_00461,Basic,2025-04-11,,1,450,136.26,9.99,True,monthly,2026-06-16,UK,web,tablet,69,2025-04
s_000462,u_00462,Premium,2024-07-13,,1,722,957.04,39.99,True,monthly,2026-06-19,FR,web,desktop,22,2024-07
s_000463,u_00463,Premium,2025-06-17,,1,383,506.11,39.99,True,monthly,2026-07-01,NL,web,desktop,48,2025-06
s_000464,u_00464,Pro,2026-02-19,,1,136,93.54,19.99,False,yearly,2026-06-20,FR,partner,desktop,43,2026-02
s_000465,u_00465,Basic,2025-06-22,,1,378,124.8,9.99,True,monthly,2026-06-25,UK,mobile,desktop,61,2025-06
s_000466,u_00466,Basic,2025-09-25,,1,283,98.58,9.99,True,monthly,2026-06-18,IT,referral,tablet,64,2025-09
s_000467,u_00467,Basic,2025-06-04,2026-04-24,0,324,102.19,9.99,True,monthly,2026-04-23,IT,web,desktop,46,2025-06
s_000468,u_00468,Basic,2025-10-12,,1,266,85.33,9.99,False,monthly,2026-06-29,NL,partner,tablet,50,2025-10
s_000469,u_00469,Basic,2025-12-09,,1,208,72.84,9.99,False,yearly,2026-06-12,FR,web,desktop,54,2025-12
s_000470,u_00470,Pro,2024-02-16,,1,870,531.7,19.99,True,monthly,2026-06-23,UK,web,desktop,45,2024-02
s_000471,u_00471,Basic,2026-01-07,,1,179,61.1,9.99,False,yearly,2026-07-05,UK,partner,mobile,27,2026-01
s_000472,u_00472,Pro,2024-10-01,,1,642,386.35,19.99,False,monthly,2026-06-12,UK,web,desktop,40,2024-10
s_000473,u_00473,Basic,2024-09-20,,1,653,211.9,9.99,False,monthly,2026-06-16,FR,web,desktop,30,2024-09
s_000474,u_00474,Basic,2024-11-27,,1,585,180.11,9.99,False,monthly,2026-06-23,FR,mobile,mobile,42,2024-11
s_000475,u_00475,Pro,2024-04-13,,1,813,536.88,19.99,True,monthly,2026-06-18,FR,web,desktop,49,2024-04
s_000476,u_00476,Premium,2025-11-06,,1,241,328.95,39.99,False,monthly,2026-07-02,FR,web,desktop,28,2025-11
s_000477,u_00477,Basic,2025-08-21,,1,318,96.13,9.99,True,monthly,2026-06-22,UK,web,tablet,30,2025-08
s_000478,u_00478,Pro,2025-11-22,,1,225,139.23,19.99,False,monthly,2026-06-14,UK,web,desktop,60,2025-11
s_000479,u_00479,Basic,2025-01-14,,1,537,170.45,9.99,True,yearly,2026-06-26,IT,referral,desktop,37,2025-01
s_000480,u_00480,Basic,2024-11-25,,1,587,183.74,9.99,False,yearly,2026-07-06,UK,mobile,desktop,28,2024-11
s_000481,u_00481,Pro,2024-04-27,,1,799,510.4,19.99,False,monthly,2026-06-18,UK,web,desktop,55,2024-04
s_000482,u_00482,Basic,2025-06-06,,1,394,137.16,9.99,True,monthly,2026-06-18,FR,web,desktop,55,2025-06
s_000483,u_00483,Basic,2025-09-28,,1,280,85.64,9.99,False,monthly,2026-06-18,UK,web,mobile,60,2025-09
s_000484,u_00484,Basic,2024-04-08,,1,818,262.77,9.99,True,monthly,2026-06-20,FR,mobile,desktop,57,2024-04
s_000485,u_00485,Basic,2024-10-14,2026-04-14,0,547,176.42,9.99,True,yearly,2026-04-12,FR,referral,mobile,69,2024-10
s_000486,u_00486,Basic,2024-08-04,,1,700,219.91,9.99,True,monthly,2026-06-17,UK,referral,desktop,47,2024-08
s_000487,u_00487,Basic,2025-04-12,2026-06-17,0,431,135.17,9.99,False,monthly,2026-06-16,UK,web,desktop,32,2025-04
s_000488,u_00488,Premium,2025-04-22,,1,439,590.75,39.99,True,monthly,2026-06-22,FR,web,desktop,62,2025-04
s_000489,u_00489,Pro,2025-06-12,,1,388,257.31,19.99,True,monthly,2026-06-24,UK,web,mobile,31,2025-06
s_000490,u_00490,Basic,2024-08-24,,1,680,231.74,9.99,True,monthly,2026-06-28,UK,mobile,desktop,33,2024-08
s_000491,u_00491,Basic,2025-10-30,,1,248,79.66,9.99,True,monthly,2026-06-20,IT,web,desktop,61,2025-10
s_000492,u_00492,Pro,2024-02-20,,1,866,572.52,19.99,True,yearly,2026-06-14,IT,mobile,mobile,63,2024-02
s_000493,u_00493,Basic,2025-11-26,,1,221,76.44,9.99,False,yearly,2026-06-16,IT,mobile,mobile,35,2025-11
s_000494,u_00494,Basic,2025-04-07,,1,454,155.71,9.99,True,monthly,2026-07-03,FR,web,desktop,55,2025-04
s_000495,u_00495,Pro,2025-08-07,,1,332,230.32,19.99,False,monthly,2026-06-25,DE,web,mobile,65,2025-08
s_000496,u_00496,Basic,2024-11-21,,1,591,185.38,9.99,True,monthly,2026-06-13,UK,web,desktop,59,2024-11
s_000497,u_00497,Basic,2024-10-08,,1,635,221.91,9.99,False,monthly,2026-07-01,UK,web,desktop,18,2024-10
s_000498,u_00498,Basic,2024-04-02,,1,824,280.89,9.99,True,monthly,2026-06-15,IT,web,desktop,52,2024-04
s_000499,u_00499,Basic,2024-07-19,2026-05-16,0,666,226.04,9.99,True,yearly,2026-05-03,UK,mobile,desktop,26,2024-07
s_000500,u_00500,Basic,2025-09-29,2026-04-24,0,207,68.94,9.99,True,monthly,2026-04-02,UK,web,desktop,62,2025-09
s_000501,u_00501,Premium,2025-10-22,,1,256,358.85,39.99,True,monthly,2026-06-23,DE,web,mobile,21,2025-10
s_000502,u_00502,Basic,2024-04-24,,1,802,258.37,9.99,True,monthly,2026-06-22,ES,mobile,desktop,69,2024-04
s_000503,u_00503,Pro,2025-03-20,,1,472,318.72,19.99,False,monthly,2026-06-25,NL,mobile,mobile,27,2025-03
s_000504,u_00504,Pro,2026-01-31,,1,155,104.45,19.99,True,monthly,2026-07-04,UK,web,tablet,39,2026-01
s_000505,u_00505,Basic,2024-06-22,,1,743,250.18,9.99,True,monthly,2026-06-17,UK,referral,mobile,30,2024-06
s_000506,u_00506,Basic,2024-11-17,,1,595,200.99,9.99,True,monthly,2026-06-28,DE,referral,mobile,60,2024-11
s_000507,u_00507,Basic,2025-12-10,,1,207,64.32,9.99,False,monthly,2026-06-30,FR,mobile,mobile,38,2025-12
s_000508,u_00508,Pro,2024-07-18,,1,717,455.63,19.99,True,monthly,2026-06-17,ES,mobile,tablet,56,2024-07
s_000509,u_00509,Basic,2024-12-09,,1,573,183.27,9.99,True,monthly,2026-07-02,UK,web,desktop,21,2024-12
s_000510,u_00510,Pro,2024-12-12,,1,570,385.12,19.99,True,monthly,2026-06-19,FR,partner,desktop,41,2024-12
s_000511,u_00511,Premium,2024-05-16,,1,780,1048.82,39.99,True,monthly,2026-06-25,FR,web,desktop,65,2024-05
s_000512,u_00512,Pro,2025-03-16,,1,476,325.79,19.99,True,monthly,2026-06-17,ES,referral,desktop,66,2025-03
s_000513,u_00513,Premium,2025-04-01,,1,460,625.74,39.99,True,yearly,2026-07-05,FR,mobile,desktop,28,2025-04
s_000514,u_00514,Pro,2024-11-25,,1,587,387.65,19.99,True,monthly,2026-06-17,FR,web,mobile,38,2024-11
s_000515,u_00515,Premium,2025-11-02,,1,245,302.01,39.99,True,monthly,2026-07-01,FR,web,desktop,39,2025-11
s_000516,u_00516,Pro,2025-12-09,,1,208,138.61,19.99,True,monthly,2026-06-15,FR,mobile,mobile,47,2025-12
s_000517,u_00517,Pro,2024-06-05,,1,760,523.84,19.99,True,monthly,2026-06-28,FR,mobile,desktop,45,2024-06
s_000518,u_00518,Pro,2025-10-27,,1,251,167.32,19.99,False,monthly,2026-07-06,DE,web,desktop,23,2025-10
s_000519,u_00519,Premium,2025-03-06,,1,486,671.47,39.99,True,monthly,2026-06-24,FR,mobile,desktop,57,2025-03
s_000520,u_00520,Basic,2025-09-06,,1,302,105.93,9.99,True,monthly,2026-07-05,ES,referral,desktop,29,2025-09
s_000521,u_00521,Pro,2025-10-14,,1,264,168.43,19.99,True,monthly,2026-06-30,ES,web,desktop,34,2025-10
s_000522,u_00522,Basic,2024-12-11,,1,571,192.09,9.99,True,monthly,2026-06-19,UK,web,desktop,61,2024-12
s_000523,u_00523,Premium,2024-07-06,,1,729,954.6,39.99,False,monthly,2026-06-22,FR,web,desktop,53,2024-07
s_000524,u_00524,Basic,2025-04-18,2026-06-04,0,412,132.84,9.99,True,yearly,2026-05-14,UK,mobile,desktop,38,2025-04
s_000525,u_00525,Pro,2025-12-17,,1,200,125.36,19.99,True,monthly,2026-06-25,FR,web,desktop,65,2025-12
s_000526,u_00526,Pro,2025-09-24,,1,284,177.92,19.99,True,monthly,2026-06-23,UK,referral,desktop,38,2025-09
s_000527,u_00527,Premium,2025-11-27,,1,220,273.31,39.99,True,monthly,2026-07-05,NL,web,desktop,47,2025-11
s_000528,u_00528,Basic,2024-05-01,,1,795,263.67,9.99,False,monthly,2026-06-29,NL,mobile,desktop,30,2024-05
s_000529,u_00529,Pro,2025-08-02,,1,337,207.5,19.99,True,monthly,2026-06-18,DE,web,desktop,27,2025-08
s_000530,u_00530,Pro,2025-06-21,,1,379,244.27,19.99,True,monthly,2026-07-05,FR,web,desktop,43,2025-06
s_000531,u_00531,Premium,2026-02-17,,1,138,181.3,39.99,False,monthly,2026-06-28,IT,mobile,desktop,47,2026-02
s_000532,u_00532,Premium,2025-04-14,,1,447,576.72,39.99,False,monthly,2026-07-03,IT,web,mobile,59,2025-04
s_000533,u_00533,Pro,2024-03-28,,1,829,568.67,19.99,True,monthly,2026-06-15,UK,web,tablet,38,2024-03
s_000534,u_00534,Pro,2025-05-25,,1,406,262.11,19.99,True,monthly,2026-06-22,IT,partner,mobile,64,2025-05
s_000535,u_00535,Basic,2024-11-15,,1,597,181.69,9.99,True,monthly,2026-06-20,FR,partner,desktop,49,2024-11
s_000536,u_00536,Premium,2025-11-16,2026-06-02,0,198,276.82,39.99,False,monthly,2026-05-28,FR,referral,desktop,21,2025-11
s_000537,u_00537,Basic,2025-12-17,,1,200,68.72,9.99,True,monthly,2026-07-05,UK,web,desktop,56,2025-12
s_000538,u_00538,Pro,2024-08-29,,1,675,449.99,19.99,True,yearly,2026-06-27,FR,mobile,mobile,47,2024-08
s_000539,u_00539,Pro,2026-02-17,,1,138,93.87,19.99,False,monthly,2026-07-02,FR,referral,mobile,38,2026-02
s_000540,u_00540,Basic,2025-04-13,,1,448,137.44,9.99,True,monthly,2026-06-28,ES,web,mobile,42,2025-04
s_000541,u_00541,Basic,2025-08-03,,1,336,113.89,9.99,True,monthly,2026-06-29,NL,web,mobile,33,2025-08
s_000542,u_00542,Basic,2025-11-28,,1,219,68.22,9.99,True,monthly,2026-06-17,UK,referral,desktop,49,2025-11
s_000543,u_00543,Premium,2025-02-20,,1,500,650.03,39.99,False,yearly,2026-06-29,ES,web,mobile,47,2025-02
s_000544,u_00544,Basic,2024-02-24,,1,862,266.31,9.99,True,monthly,2026-07-03,NL,mobile,mobile,41,2024-02
s_000545,u_00545,Basic,2026-02-19,2026-06-27,0,128,43.18,9.99,True,monthly,2026-06-26,FR,partner,desktop,32,2026-02
s_000546,u_00546,Pro,2024-06-23,,1,742,463.84,19.99,True,monthly,2026-07-01,UK,mobile,mobile,38,2024-06
s_000547,u_00547,Basic,2025-01-26,2026-05-03,0,462,144.3,9.99,False,yearly,2026-05-02,UK,web,desktop,43,2025-01
s_000548,u_00548,Premium,2024-09-05,,1,668,817.21,39.99,False,monthly,2026-06-14,FR,web,tablet,42,2024-09
s_000549,u_00549,Basic,2026-01-24,,1,162,54.72,9.99,True,monthly,2026-06-28,DE,web,mobile,34,2026-01
s_000550,u_00550,Basic,2024-05-13,2026-06-11,0,759,238.69,9.99,True,monthly,2026-06-08,UK,web,desktop,48,2024-05
s_000551,u_00551,Basic,2025-11-26,,1,221,72.28,9.99,False,monthly,2026-06-23,UK,mobile,mobile,29,2025-11
s_000552,u_00552,Basic,2024-04-19,2026-04-13,0,724,229.0,9.99,False,monthly,2026-04-08,FR,referral,desktop,44,2024-04
s_000553,u_00553,Basic,2024-11-10,,1,602,204.05,9.99,True,monthly,2026-06-26,FR,web,mobile,24,2024-11
s_000554,u_00554,Pro,2025-07-09,2026-06-18,0,344,214.08,19.99,True,monthly,2026-06-11,ES,web,mobile,42,2025-07
s_000555,u_00555,Basic,2025-11-06,2026-06-08,0,214,74.19,9.99,False,monthly,2026-06-06,FR,referral,mobile,58,2025-11
s_000556,u_00556,Basic,2024-12-15,,1,567,179.35,9.99,False,monthly,2026-06-30,FR,web,mobile,60,2024-12
s_000557,u_00557,Basic,2026-02-07,,1,148,45.43,9.99,True,monthly,2026-06-21,FR,web,desktop,54,2026-02
s_000558,u_00558,Basic,2024-12-06,,1,576,179.85,9.99,True,monthly,2026-06-25,UK,web,desktop,56,2024-12
s_000559,u_00559,Premium,2024-07-30,,1,705,857.43,39.99,True,monthly,2026-06-24,UK,mobile,desktop,21,2024-07
s_000560,u_00560,Basic,2025-09-13,,1,295,95.64,9.99,False,monthly,2026-06-20,UK,web,desktop,35,2025-09
s_000561,u_00561,Premium,2025-10-12,,1,266,333.68,39.99,True,yearly,2026-07-05,FR,mobile,desktop,52,2025-10
s_000562,u_00562,Basic,2025-10-20,,1,258,89.09,9.99,True,monthly,2026-06-19,FR,web,desktop,59,2025-10
s_000563,u_00563,Basic,2025-10-07,2026-06-18,0,254,82.68,9.99,True,monthly,2026-05-30,ES,mobile,desktop,48,2025-10
s_000564,u_00564,Basic,2026-01-18,,1,168,52.62,9.99,False,yearly,2026-06-29,IT,web,desktop,62,2026-01
s_000565,u_00565,Basic,2025-10-02,,1,276,89.26,9.99,False,monthly,2026-06-28,IT,web,mobile,32,2025-10
s_000566,u_00566,Pro,2024-10-25,,1,618,383.34,19.99,False,monthly,2026-06-12,IT,web,desktop,25,2024-10
s_000567,u_00567,Basic,2025-08-07,,1,332,102.77,9.99,True,monthly,2026-06-17,DE,web,mobile,22,2025-08
s_000568,u_00568,Basic,2024-07-16,,1,719,226.6,9.99,False,monthly,2026-06-13,FR,web,desktop,48,2024-07
s_000569,u_00569,Pro,2024-06-29,,1,736,449.96,19.99,False,monthly,2026-06-14,UK,web,desktop,52,2024-06
s_000570,u_00570,Pro,2024-08-07,,1,697,431.75,19.99,True,monthly,2026-06-26,UK,web,desktop,32,2024-08
s_000571,u_00571,Premium,2025-02-04,,1,516,717.21,39.99,True,monthly,2026-07-03,FR,web,desktop,58,2025-02
s_000572,u_00572,Premium,2025-08-13,,1,326,435.9,39.99,False,yearly,2026-07-01,ES,partner,desktop,56,2025-08
s_000573,u_00573,Pro,2024-03-16,,1,841,582.47,19.99,True,monthly,2026-06-29,UK,web,desktop,36,2024-03
s_000574,u_00574,Pro,2025-10-27,,1,251,157.59,19.99,True,monthly,2026-06-16,DE,referral,desktop,30,2025-10
s_000575,u_00575,Pro,2025-04-12,,1,449,308.41,19.99,True,yearly,2026-06-30,ES,partner,desktop,56,2025-04
s_000576,u_00576,Basic,2025-04-15,,1,446,142.05,9.99,True,monthly,2026-06-27,UK,web,mobile,52,2025-04
s_000577,u_00577,Pro,2024-08-12,,1,692,425.58,19.99,True,yearly,2026-06-15,ES,mobile,desktop,26,2024-08
s_000578,u_00578,Basic,2025-02-03,,1,517,176.07,9.99,False,monthly,2026-07-02,UK,referral,mobile,31,2025-02
s_000579,u_00579,Pro,2024-07-01,,1,734,445.16,19.99,True,monthly,2026-06-20,ES,mobile,desktop,43,2024-07
s_000580,u_00580,Premium,2024-04-08,,1,818,1048.85,39.99,False,monthly,2026-06-23,FR,web,tablet,44,2024-04
s_000581,u_00581,Basic,2025-06-10,,1,390,133.18,9.99,True,monthly,2026-06-12,UK,web,mobile,26,2025-06
s_000582,u_00582,Pro,2024-05-15,,1,781,517.21,19.99,True,monthly,2026-06-24,UK,web,tablet,67,2024-05
s_000583,u_00583,Premium,2025-11-30,,1,217,284.12,39.99,False,yearly,2026-06-23,FR,web,mobile,38,2025-11
s_000584,u_00584,Basic,2024-03-31,,1,826,262.46,9.99,True,yearly,2026-06-15,UK,partner,desktop,37,2024-03
s_000585,u_00585,Basic,2025-12-01,2026-06-30,0,211,64.03,9.99,True,monthly,2026-06-12,NL,partner,desktop,21,2025-12
s_000586,u_00586,Premium,2024-05-30,,1,766,1072.15,39.99,False,monthly,2026-06-19,IT,web,desktop,63,2024-05
s_000587,u_00587,Premium,2025-06-07,,1,393,486.45,39.99,True,monthly,2026-06-15,FR,mobile,mobile,30,2025-06
s_000588,u_00588,Basic,2024-02-18,,1,868,271.52,9.99,True,yearly,2026-06-12,FR,web,mobile,69,2024-02
s_000589,u_00589,Basic,2026-01-05,,1,181,56.69,9.99,True,monthly,2026-06-18,FR,referral,desktop,43,2026-01
s_000590,u_00590,Pro,2025-04-06,,1,455,314.84,19.99,False,yearly,2026-06-29,FR,web,mobile,63,2025-04
s_000591,u_00591,Basic,2024-04-12,,1,814,275.34,9.99,True,monthly,2026-06-20,NL,referral,desktop,27,2024-04
s_000592,u_00592,Basic,2026-01-19,,1,167,54.19,9.99,True,monthly,2026-07-01,UK,referral,mobile,26,2026-01
s_000593,u_00593,Basic,2025-09-19,,1,289,100.75,9.99,False,monthly,2026-06-24,FR,web,mobile,59,2025-09
s_000594,u_00594,Basic,2026-02-18,,1,137,41.72,9.99,True,monthly,2026-06-25,UK,web,desktop,60,2026-02
s_000595,u_00595,Pro,2025-08-01,,1,338,233.58,19.99,True,monthly,2026-06-12,FR,referral,mobile,46,2025-08
s_000596,u_00596,Pro,2025-05-28,,1,403,244.72,19.99,True,yearly,2026-06-23,FR,web,mobile,19,2025-05
s_000597,u_00597,Pro,2024-12-03,,1,579,370.5,19.99,True,monthly,2026-06-13,IT,web,desktop,67,2024-12
s_000598,u_00598,Pro,2025-09-21,,1,287,174.27,19.99,True,monthly,2026-06-16,IT,referral,desktop,38,2025-09
s_000599,u_00599,Basic,2025-12-11,,1,206,72.37,9.99,True,monthly,2026-06-15,NL,mobile,desktop,66,2025-12
s_000600,u_00600,Basic,2025-11-26,,1,221,76.67,9.99,True,monthly,2026-07-02,IT,web,mobile,63,2025-11
s_000601,u_00601,Basic,2024-03-20,,1,837,275.63,9.99,True,monthly,2026-06-17,UK,web,desktop,62,2024-03
s_000602,u_00602,Basic,2024-03-01,2026-04-24,0,784,243.5,9.99,True,yearly,2026-04-10,DE,web,tablet,53,2024-03
s_000603,u_00603,Basic,2025-10-21,,1,257,80.89,9.99,True,yearly,2026-06-24,ES,partner,mobile,53,2025-10
s_000604,u_00604,Basic,2025-11-11,,1,236,76.35,9.99,True,monthly,2026-06-30,DE,web,desktop,45,2025-11
s_000605,u_00605,Basic,2025-11-21,,1,226,71.69,9.99,True,monthly,2026-06-12,NL,web,desktop,19,2025-11
s_000606,u_00606,Basic,2024-03-08,,1,849,255.65,9.99,False,monthly,2026-06-15,DE,web,mobile,38,2024-03
s_000607,u_00607,Pro,2024-09-28,,1,645,429.78,19.99,True,yearly,2026-06-22,ES,partner,mobile,55,2024-09
s_000608,u_00608,Pro,2024-08-14,,1,690,456.76,19.99,True,monthly,2026-07-06,FR,web,desktop,60,2024-08
s_000609,u_00609,Premium,2025-09-01,,1,307,425.2,39.99,True,monthly,2026-07-02,DE,referral,desktop,47,2025-09
s_000610,u_00610,Pro,2024-11-08,,1,604,391.65,19.99,False,yearly,2026-07-01,UK,mobile,desktop,54,2024-11
s_000611,u_00611,Pro,2026-02-23,,1,132,84.34,19.99,True,yearly,2026-06-12,UK,referral,tablet,19,2026-02
s_000612,u_00612,Basic,2024-10-17,,1,626,203.93,9.99,False,monthly,2026-06-26,IT,partner,desktop,42,2024-10
s_000613,u_00613,Pro,2025-01-02,,1,549,340.54,19.99,True,monthly,2026-07-05,NL,referral,mobile,44,2025-01
s_000614,u_00614,Basic,2025-07-27,,1,343,113.85,9.99,True,monthly,2026-06-22,NL,partner,desktop,64,2025-07
s_000615,u_00615,Basic,2024-09-09,2026-06-26,0,655,221.5,9.99,False,monthly,2026-06-12,FR,web,mobile,34,2024-09
s_000616,u_00616,Basic,2024-11-02,,1,610,187.8,9.99,True,monthly,2026-06-25,DE,mobile,desktop,29,2024-11
s_000617,u_00617,Basic,2025-05-01,,1,430,136.02,9.99,True,monthly,2026-07-02,DE,mobile,desktop,36,2025-05
s_000618,u_00618,Basic,2025-11-23,,1,224,77.19,9.99,False,monthly,2026-06-15,FR,mobile,mobile,26,2025-11
s_000619,u_00619,Pro,2026-01-04,,1,182,118.99,19.99,True,monthly,2026-07-04,FR,referral,tablet,47,2026-01
s_000620,u_00620,Pro,2024-03-20,2026-06-25,0,827,539.91,19.99,True,monthly,2026-06-20,FR,partner,desktop,51,2024-03
s_000621,u_00621,Pro,2025-09-01,,1,307,206.95,19.99,True,monthly,2026-07-03,DE,mobile,desktop,59,2025-09
s_000622,u_00622,Pro,2025-08-09,,1,330,217.62,19.99,True,yearly,2026-06-28,UK,web,desktop,68,2025-08
s_000623,u_00623,Basic,2024-10-13,,1,630,191.3,9.99,False,monthly,2026-07-06,NL,web,desktop,21,2024-10
s_000624,u_00624,Basic,2025-09-29,,1,279,95.16,9.99,True,yearly,2026-07-06,UK,web,desktop,30,2025-09
s_000625,u_00625,Pro,2025-06-21,,1,379,262.94,19.99,False,monthly,2026-07-02,NL,web,mobile,33,2025-06
s_000626,u_00626,Basic,2024-09-24,2026-06-03,0,617,186.56,9.99,True,monthly,2026-05-14,UK,web,desktop,30,2024-09
s_000627,u_00627,Basic,2024-12-23,,1,559,171.22,9.99,False,yearly,2026-06-30,DE,web,mobile,61,2024-12
s_000628,u_00628,Basic,2024-11-09,2026-05-30,0,567,189.81,9.99,False,monthly,2026-05-22,FR,web,desktop,25,2024-11
s_000629,u_00629,Premium,2026-01-27,,1,159,211.29,39.99,False,monthly,2026-06-26,UK,mobile,desktop,19,2026-01
s_000630,u_00630,Pro,2025-04-09,,1,452,288.98,19.99,True,monthly,2026-06-28,DE,web,mobile,62,2025-04
s_000631,u_00631,Basic,2025-04-07,,1,454,148.62,9.99,True,monthly,2026-06-14,NL,referral,desktop,67,2025-04
s_000632,u_00632,Pro,2024-11-23,,1,589,395.3,19.99,True,monthly,2026-06-24,ES,mobile,mobile,29,2024-11
s_000633,u_00633,Basic,2025-12-10,,1,207,67.58,9.99,True,monthly,2026-06-24,FR,web,desktop,35,2025-12
s_000634,u_00634,Basic,2025-12-16,,1,201,61.95,9.99,True,monthly,2026-06-15,UK,web,tablet,44,2025-12
s_000635,u_00635,Basic,2024-08-04,2026-05-31,0,665,202.27,9.99,False,monthly,2026-05-28,FR,web,mobile,45,2024-08
s_000636,u_00636,Basic,2024-10-20,,1,623,200.69,9.99,True,monthly,2026-07-02,FR,partner,mobile,69,2024-10
s_000637,u_00637,Pro,2024-06-23,,1,742,514.11,19.99,False,monthly,2026-06-28,IT,web,desktop,39,2024-06
s_000638,u_00638,Basic,2025-09-01,,1,307,100.89,9.99,True,monthly,2026-07-04,IT,web,desktop,18,2025-09
s_000639,u_00639,Pro,2024-01-25,2026-06-03,0,860,546.53,19.99,False,monthly,2026-05-22,DE,referral,desktop,39,2024-01
s_000640,u_00640,Basic,2025-09-03,,1,305,105.6,9.99,True,monthly,2026-07-05,ES,partner,desktop,46,2025-09
s_000641,u_00641,Pro,2024-11-07,,1,605,386.96,19.99,True,monthly,2026-06-26,DE,web,desktop,44,2024-11
s_000642,u_00642,Pro,2025-11-27,,1,220,143.78,19.99,False,monthly,2026-06-16,DE,web,desktop,44,2025-11
s_000643,u_00643,Pro,2024-03-29,,1,828,506.8,19.99,False,monthly,2026-06-14,FR,web,desktop,65,2024-03
s_000644,u_00644,Pro,2025-07-23,,1,347,234.34,19.99,False,monthly,2026-06-12,FR,web,desktop,59,2025-07
s_000645,u_00645,Premium,2024-07-03,,1,732,982.02,39.99,False,monthly,2026-06-13,IT,web,desktop,31,2024-07
