subscription_id,user_id,plan_name,start_date,end_date,status,monthly_price,auto_renew,billing_cycle,last_payment_date,total_revenue
s_000604,u_00604,Basic,2025-11-11,,active,9.99,True,monthly,2026-06-30,76.35
s_000605,u_00605,Basic,2025-11-21,,active,9.99,True,monthly,2026-06-12,71.69
s_000606,u_00606,Basic,2024-03-08,,active,9.99,False,monthly,2026-06-15,255.65
s_000607,u_00607,Pro,2024-09-28,,active,19.99,True,yearly,2026-06-22,429.78
s_000608,u_00608,Pro,2024-08-14,,active,19.99,True,monthly,2026-07-06,456.76
s_000609,u_00609,Premium,2025-09-01,,active,39.99,True,monthly,2026-07-02,425.2
s_000610,u_00610,Pro,2024-11-08,,active,19.99,False,yearly,2026-07-01,391.65
s_000611,u_00611,Pro,2026-02-23,,active,19.99,True,yearly,2026-06-12,84.34
s_000612,u_00612,Basic,2024-10-17,,active,9.99,False,monthly,2026-06-26,203.93
s_000613,u_00613,Pro,2025-01-02,,active,19.99,True,monthly,2026-07-05,340.54
s_000614,u_00614,Basic,2025-07-27,,active,9.99,True,monthly,2026-06-22,113.85
s_000615,u_00615,Basic,2024-09-09,2026-06-26,cancelled,9.99,False,monthly,2026-06-12,221.5
s_000616,u_00616,Basic,2024-11-02,,active,9.99,True,monthly,2026-06-25,187.8
s_000617,u_00617,Basic,2025-05-01,,active,9.99,True,monthly,2026-07-02,136.02
s_000618,u_00618,Basic,2025-11-23,,active,9.99,False,monthly,2026-06-15,77.19
s_000619,u_00619,Pro,2026-01-04,,active,19.99,True,monthly,2026-07-04,118.99
s_000620,u_00620,Pro,2024-03-20,2026-06-25,cancelled,19.99,True,monthly,2026-06-20,539.91
s_000621,u_00621,Pro,2025-09-01,,active,19.99,True,monthly,2026-07-03,206.95
s_000622,u_00622,Pro,2025-08-09,,active,19.99,True,yearly,2026-06-28,217.62
s_000623,u_00623,Basic,2024-10-13,,active,9.99,False,monthly,2026-07-06,191.3
s_000624,u_00624,Basic,2025-09-29,,active,9.99,True,yearly,2026-07-06,95.16
s_000625,u_00625,Pro,2025-06-21,,active,19.99,False,monthly,2026-07-02,262.94
s_000626,u_00626,Basic,2024-09-24,2026-06-03,cancelled,9.99,True,monthly,2026-05-14,186.56
s_000627,u_00627,Basic,2024-12-23,,active,9.99,False,yearly,2026-06-30,171.22
s_000628,u_00628,Basic,2024-11-09,2026-05-30,cancelled,9.99,False,monthly,2026-05-22,189.81
s_000629,u_00629,Premium,2026-01-27,,active,39.99,False,monthly,2026-06-26,211.29
s_000630,u_00630,Pro,2025-04-09,,active,19.99,True,monthly,2026-06-28,288.98
s_000631,u_00631,Basic,2025-04-07,,active,9.99,True,monthly,2026-06-14,148.62
s_000632,u_00632,Pro,2024-11-23,,active,19.99,True,monthly,2026-06-24,395.3
s_000633,u_00633,Basic,2025-12-10,,active,9.99,True,monthly,2026-06-24,67.58
s_000634,u_00634,Basic,2025-12-16,,active,9.99,True,monthly,2026-06-15,61.95
s_000635,u_00635,Basic,2024-08-04,2026-05-31,cancelled,9.99,False,monthly,2026-05-28,202.27
s_000636,u_00636,Basic,2024-10-20,,active,9.99,True,monthly,2026-07-02,200.69
s_000637,u_00637,Pro,2024-06-23,,active,19.99,False,monthly,2026-06-28,514.11
s_000638,u_00638,Basic,2025-09-01,,active,9.99,True,monthly,2026-07-04,100.89
s_000639,u_00639,Pro,2024-01-25,2026-06-03,cancelled,19.99,False,monthly,2026-05-22,546.53
s_000640,u_00640,Basic,2025-09-03,,active,9.99,True,monthly,2026-07-05,105.6
s_000641,u_00641,Pro,2024-11-07,,active,19.99,True,monthly,2026-06-26,386.96
s_000642,u_00642,Pro,2025-11-27,,active,19.99,False,monthly,2026-06-16,143.78
s_000643,u_00643,Pro,2024-03-29,,active,19.99,False,monthly,2026-06-14,506.8
s_000644,u_00644,Pro,2025-07-23,,active,19.99,False,monthly,2026-06-12,234.34
s_000645,u_00645,Premium,2024-07-03,,active,39.99,False,monthly,2026-06-13,982.02
s_000646,u_00646,Basic,2025-07-25,,active,9.99,True,yearly,2026-06-21,117.42
s_000647,u_00647,Pro,2024-07-19,2026-06-24,cancelled,19.99,False,yearly,2026-06-01,445.7
s_000648,u_00648,Pro,2025-04-24,,active,19.99,True,monthly,2026-06-21,281.76
s_000649,u_00649,Basic,2026-01-11,,active,9.99,True,monthly,2026-06-26,54.23
s_000650,u_00650,Basic,2025-11-17,2026-06-27,cancelled,9.99,True,monthly,2026-06-17,77.23
s_000651,u_00651,Basic,2024-10-13,,active,9.99,True,yearly,2026-07-02,191.82
s_000652,u_00652,Basic,2025-11-13,,active,9.99,True,yearly,2026-07-04,78.05
s_000653,u_00653,Basic,2025-09-11,2026-05-23,cancelled,9.99,False,monthly,2026-05-23,85.07
s_000654,u_00654,Basic,2025-01-26,,active,9.99,True,monthly,2026-07-04,161.79
s_000655,u_00655,Pro,2025-09-22,,active,19.99,False,monthly,2026-06-30,182.59
s_000656,u_00656,Basic,2026-01-09,,active,9.99,True,yearly,2026-06-23,53.73
s_000657,u_00657,Pro,2024-12-05,,active,19.99,True,yearly,2026-06-25,378.78
s_000658,u_00658,Basic,2024-09-26,,active,9.99,True,monthly,2026-06-24,226.41
s_000659,u_00659,Pro,2024-08-31,,active,19.99,True,monthly,2026-06-24,433.16
s_000660,u_00660,Basic,2024-03-09,,active,9.99,True,monthly,2026-06-12,296.43
s_000661,u_00661,Basic,2025-12-31,,active,9.99,True,monthly,2026-07-01,57.22
s_000662,u_00662,Basic,2025-04-28,,active,9.99,True,yearly,2026-06-25,138.58
s_000663,u_00663,Pro,2025-10-10,2026-05-27,cancelled,19.99,True,monthly,2026-05-21,157.98
s_000664,u_00664,Basic,2024-04-21,,active,9.99,False,monthly,2026-07-02,276.85
s_000665,u_00665,Premium,2025-02-04,,active,39.99,True,monthly,2026-07-05,653.7
s_000666,u_00666,Basic,2026-01-25,,active,9.99,False,monthly,2026-06-28,54.04
s_000667,u_00667,Pro,2024-10-09,2026-04-24,cancelled,19.99,False,yearly,2026-04-20,386.81
s_000668,u_00668,Basic,2025-11-11,,active,9.99,True,monthly,2026-06-30,80.11
s_000669,u_00669,Pro,2025-09-03,,active,19.99,True,yearly,2026-06-19,202.73
s_000670,u_00670,Basic,2024-09-04,,active,9.99,True,monthly,2026-06-16,205.91
s_000671,u_00671,Basic,2025-03-03,,active,9.99,True,monthly,2026-06-24,148.64
s_000672,u_00672,Basic,2024-08-09,,active,9.99,True,monthly,2026-07-05,229.96
s_000673,u_00673,Basic,2025-01-09,,active,9.99,False,monthly,2026-06-18,176.31
s_000674,u_00674,Basic,2024-06-10,,active,9.99,True,monthly,2026-07-03,235.56
s_000675,u_00675,Premium,2025-01-07,,active,39.99,True,monthly,2026-07-05,685.74
s_000676,u_00676,Basic,2026-03-02,,active,9.99,True,monthly,2026-06-22,40.23
s_000677,u_00677,Basic,2026-02-17,,active,9.99,True,monthly,2026-06-26,45.1
s_000678,u_00678,Premium,2024-07-21,,active,39.99,True,monthly,2026-06-29,913.58
s_000679,u_00679,Basic,2025-11-20,2026-06-28,cancelled,9.99,True,monthly,2026-06-26,70.19
s_000680,u_00680,Basic,2025-06-17,,active,9.99,False,yearly,2026-07-05,117.3
s_000681,u_00681,Pro,2026-01-25,,active,19.99,True,yearly,2026-06-22,111.17
s_000682,u_00682,Premium,2025-08-13,,active,39.99,True,monthly,2026-06-26,432.13
s_000683,u_00683,Pro,2024-12-24,,active,19.99,True,monthly,2026-06-16,343.4
s_000684,u_00684,Basic,2025-11-24,,active,9.99,True,monthly,2026-07-05,71.88
s_000685,u_00685,Premium,2025-04-01,,active,39.99,False,yearly,2026-06-26,591.47
s_000686,u_00686,Basic,2024-02-08,,active,9.99,False,monthly,2026-07-03,289.81
s_000687,u_00687,Premium,2026-02-09,,active,39.99,False,monthly,2026-07-05,194.25
s_000688,u_00688,Pro,2026-02-16,,active,19.99,True,monthly,2026-06-25,92.99
s_000689,u_00689,Premium,2025-09-03,,active,39.99,True,yearly,2026-06-18,409.81
s_000690,u_00690,Basic,2024-06-26,,active,9.99,False,monthly,2026-07-03,225.6
s_000691,u_00691,Basic,2025-05-23,,active,9.99,True,monthly,2026-06-15,128.81
s_000692,u_00692,Pro,2024-11-09,,active,19.99,True,monthly,2026-06-24,363.27
s_000693,u_00693,Basic,2025-11-05,,active,9.99,True,monthly,2026-06-24,78.35
s_000694,u_00694,Basic,2024-09-02,,active,9.99,True,yearly,2026-06-13,215.81
s_000695,u_00695,Premium,2026-02-16,,active,39.99,False,monthly,2026-06-28,188.51
s_000696,u_00696,Pro,2024-09-12,,active,19.99,True,monthly,2026-07-01,408.06
s_000697,u_00697,Basic,2025-12-10,,active,9.99,False,monthly,2026-06-17,68.9
s_000698,u_00698,Basic,2024-05-27,2026-04-11,cancelled,9.99,True,monthly,2026-03-21,215.47
s_000699,u_00699,Basic,2025-08-13,2026-06-15,cancelled,9.99,True,monthly,2026-05-22,97.55
s_000700,u_00700,Basic,2025-11-15,,active,9.99,True,monthly,2026-06-25,78.2
s_000701,u_00701,Basic,2025-07-15,,active,9.99,True,yearly,2026-06-21,107.97
s_000702,u_00702,Pro,2025-12-08,,active,19.99,True,monthly,2026-06-14,133.13
s_000703,u_00703,Pro,2025-12-10,2026-04-13,cancelled,19.99,True,monthly,2026-04-06,79.21
s_000704,u_00704,Basic,2024-12-14,,active,9.99,True,monthly,2026-06-25,190.87
s_000705,u_00705,Basic,2025-08-14,,active,9.99,False,monthly,2026-06-21,100.95
s_000706,u_00706,Pro,2025-07-02,,active,19.99,True,monthly,2026-06-20,256.23
s_000707,u_00707,Pro,2024-06-23,,active,19.99,True,monthly,2026-06-13,519.67
s_000708,u_00708,Premium,2026-01-11,,active,39.99,True,monthly,2026-06-24,239.97
s_000709,u_00709,Basic,2025-06-01,,active,9.99,False,monthly,2026-07-02,125.87
s_000710,u_00710,Pro,2025-11-17,,active,19.99,True,monthly,2026-07-02,153.86
s_000711,u_00711,Basic,2025-03-31,,active,9.99,True,monthly,2026-06-16,140.38
s_000712,u_00712,Basic,2025-07-16,,active,9.99,True,monthly,2026-06-25,121.84
s_000713,u_00713,Premium,2025-12-01,,active,39.99,True,monthly,2026-06-21,282.72
s_000714,u_00714,Basic,2026-02-14,,active,9.99,True,yearly,2026-06-22,43.81
s_000715,u_00715,Basic,2024-05-30,,active,9.99,True,monthly,2026-06-16,242.41
s_000716,u_00716,Basic,2025-12-30,,active,9.99,False,monthly,2026-07-01,63.86
s_000717,u_00717,Basic,2024-07-19,,active,9.99,True,monthly,2026-07-02,246.05
s_000718,u_00718,Basic,2024-04-12,,active,9.99,True,monthly,2026-06-18,265.41
s_000719,u_00719,Pro,2025-03-29,,active,19.99,True,monthly,2026-06-26,300.54
s_000720,u_00720,Basic,2025-07-29,,active,9.99,True,monthly,2026-06-16,115.32
s_000721,u_00721,Basic,2024-07-31,,active,9.99,True,monthly,2026-07-03,240.38
s_000722,u_00722,Premium,2024-02-20,,active,39.99,True,monthly,2026-06-30,1172.73
s_000723,u_00723,Basic,2026-01-10,2026-06-27,cancelled,9.99,True,monthly,2026-06-06,53.58
s_000724,u_00724,Premium,2024-02-18,,active,39.99,True,monthly,2026-07-05,1154.08
s_000725,u_00725,Basic,2024-03-14,,active,9.99,True,monthly,2026-06-16,289.09
s_000726,u_00726,Pro,2025-12-18,,active,19.99,False,monthly,2026-07-05,122.97
s_000727,u_00727,Basic,2025-12-07,,active,9.99,True,yearly,2026-07-03,67.33
s_000728,u_00728,Pro,2024-09-11,,active,19.99,True,monthly,2026-06-14,401.35
s_000729,u_00729,Basic,2026-02-16,,active,9.99,False,monthly,2026-07-03,44.82
s_000730,u_00730,Premium,2024-12-20,2026-04-29,cancelled,39.99,False,monthly,2026-04-26,670.29
s_000731,u_00731,Basic,2026-02-27,,active,9.99,True,monthly,2026-06-22,39.93
s_000732,u_00732,Pro,2024-10-02,2026-04-07,cancelled,19.99,False,yearly,2026-03-31,360.93
s_000733,u_00733,Basic,2025-10-13,,active,9.99,True,monthly,2026-06-28,80.21
s_000734,u_00734,Basic,2026-01-20,,active,9.99,True,monthly,2026-06-20,57.54
s_000735,u_00735,Basic,2026-02-21,,active,9.99,False,yearly,2026-06-24,45.99
s_000736,u_00736,Basic,2025-11-13,,active,9.99,False,monthly,2026-07-02,76.59
s_000737,u_00737,Basic,2025-02-03,,active,9.99,True,monthly,2026-06-25,173.51
s_000738,u_00738,Pro,2026-02-23,,active,19.99,True,monthly,2026-06-25,81.14
s_000739,u_00739,Basic,2024-07-16,2026-05-03,cancelled,9.99,True,monthly,2026-04-20,224.3
s_000740,u_00740,Basic,2024-12-13,,active,9.99,True,monthly,2026-06-28,191.19
s_000741,u_00741,Basic,2025-08-22,,active,9.99,False,monthly,2026-06-28,97.21
s_000742,u_00742,Basic,2024-01-31,,active,9.99,True,monthly,2026-06-17,309.28
s_000743,u_00743,Basic,2024-10-30,,active,9.99,True,monthly,2026-06-30,184.71
s_000744,u_00744,Pro,2024-10-23,,active,19.99,True,monthly,2026-06-28,411.42
s_000745,u_00745,Basic,2025-12-01,,active,9.99,True,monthly,2026-07-03,66.9
s_000746,u_00746,Premium,2024-09-28,,active,39.99,True,monthly,2026-06-19,867.91
s_000747,u_00747,Basic,2025-01-19,,active,9.99,False,monthly,2026-06-19,161.61
s_000748,u_00748,Basic,2024-02-18,,active,9.99,True,monthly,2026-06-20,263.96
s_000749,u_00749,Premium,2025-04-04,,active,39.99,True,yearly,2026-07-02,592.16
s_000750,u_00750,Basic,2024-10-16,,active,9.99,True,monthly,2026-06-25,219.39
s_000751,u_00751,Basic,2025-07-06,2026-04-28,cancelled,9.99,True,monthly,2026-04-09,92.8
s_000752,u_00752,Premium,2025-11-24,,active,39.99,True,monthly,2026-06-28,296.17
s_000753,u_00753,Premium,2026-01-05,,active,39.99,True,monthly,2026-06-26,237.22
s_000754,u_00754,Pro,2024-05-23,,active,19.99,True,monthly,2026-06-25,529.32
s_000755,u_00755,Basic,2024-09-03,,active,9.99,True,yearly,2026-06-17,210.77
s_000756,u_00756,Pro,2025-06-17,2026-06-04,cancelled,19.99,False,monthly,2026-05-15,230.62
s_000757,u_00757,Premium,2024-10-06,,active,39.99,True,monthly,2026-06-26,886.68
s_000758,u_00758,Premium,2025-11-19,,active,39.99,True,yearly,2026-06-16,289.96
s_000759,u_00759,Basic,2025-12-22,,active,9.99,True,monthly,2026-06-15,63.04
s_000760,u_00760,Basic,2025-02-22,,active,9.99,True,yearly,2026-06-23,171.7
s_000761,u_00761,Basic,2024-11-19,2026-06-02,cancelled,9.99,False,monthly,2026-05-11,177.13
s_000762,u_00762,Basic,2024-03-21,2026-06-16,cancelled,9.99,True,monthly,2026-06-10,260.39
s_000763,u_00763,Pro,2024-08-11,,active,19.99,True,yearly,2026-06-19,437.29
s_000764,u_00764,Basic,2025-09-22,,active,9.99,True,monthly,2026-06-25,97.62
s_000765,u_00765,Basic,2024-06-19,,active,9.99,False,monthly,2026-07-03,258.59
s_000766,u_00766,Basic,2025-03-15,,active,9.99,True,monthly,2026-06-27,158.32
s_000767,u_00767,Basic,2024-06-08,,active,9.99,True,monthly,2026-06-12,250.78
s_000768,u_00768,Basic,2025-11-20,,active,9.99,True,monthly,2026-06-13,72.77
s_000769,u_00769,Basic,2025-12-07,,active,9.99,True,monthly,2026-06-17,63.37
s_000770,u_00770,Basic,2025-11-04,2026-06-30,cancelled,9.99,False,monthly,2026-06-16,73.4
s_000771,u_00771,Premium,2024-02-12,,active,39.99,True,monthly,2026-06-18,1075.53
s_000772,u_00772,Basic,2026-02-08,,active,9.99,True,monthly,2026-07-02,45.21
s_000773,u_00773,Basic,2024-03-23,,active,9.99,True,monthly,2026-06-29,277.53
s_000774,u_00774,Basic,2024-08-28,,active,9.99,False,monthly,2026-07-02,207.51
s_000775,u_00775,Basic,2025-12-27,,active,9.99,True,monthly,2026-06-13,58.06
s_000776,u_00776,Basic,2024-05-15,,active,9.99,True,monthly,2026-06-21,249.31
s_000777,u_00777,Basic,2025-12-27,,active,9.99,False,monthly,2026-06-13,59.62
s_000778,u_00778,Basic,2025-12-31,,active,9.99,True,monthly,2026-06-26,57.41
s_000779,u_00779,Basic,2025-01-10,,active,9.99,False,monthly,2026-06-26,166.39
s_000780,u_00780,Pro,2025-09-04,,active,19.99,False,monthly,2026-06-20,190.72
s_000781,u_00781,Basic,2025-08-15,,active,9.99,True,monthly,2026-06-22,106.12
s_000782,u_00782,Basic,2025-11-04,,active,9.99,True,yearly,2026-06-27,82.37
s_000783,u_00783,Pro,2024-12-13,,active,19.99,True,yearly,2026-06-29,390.41
s_000784,u_00784,Basic,2026-01-21,2026-05-18,cancelled,9.99,False,monthly,2026-05-17,39.46
s_000785,u_00785,Basic,2025-10-05,,active,9.99,False,yearly,2026-07-02,90.72
s_000786,u_00786,Basic,2025-01-15,,active,9.99,False,yearly,2026-07-05,185.28
s_000787,u_00787,Basic,2025-03-28,,active,9.99,True,monthly,2026-07-03,151.43
s_000788,u_00788,Basic,2024-09-21,,active,9.99,True,monthly,2026-07-02,216.36
s_000789,u_00789,Premium,2025-10-22,,active,39.99,True,monthly,2026-07-05,329.47
s_000790,u_00790,Premium,2024-11-15,,active,39.99,True,monthly,2026-07-05,756.57
s_000791,u_00791,Premium,2024-08-10,,active,39.99,True,monthly,2026-06-16,879.89
s_000792,u_00792,Basic,2025-06-11,,active,9.99,False,monthly,2026-07-02,119.77
s_000793,u_00793,Basic,2025-09-25,2026-05-21,cancelled,9.99,True,monthly,2026-05-19,80.8
s_000794,u_00794,Basic,2025-01-31,,active,9.99,True,yearly,2026-06-13,157.58
s_000795,u_00795,Basic,2025-01-03,,active,9.99,True,monthly,2026-07-01,183.04
s_000796,u_00796,Basic,2026-02-09,,active,9.99,True,monthly,2026-06-18,50.4
s_000797,u_00797,Basic,2025-01-15,,active,9.99,False,monthly,2026-06-20,174.28
s_000798,u_00798,Basic,2025-12-21,,active,9.99,True,monthly,2026-06-17,59.73
s_000799,u_00799,Basic,2025-01-16,,active,9.99,True,yearly,2026-06-21,172.11
s_000800,u_00800,Basic,2024-03-16,,active,9.99,True,monthly,2026-06-24,266.78
